faculty_id,college_id,name,gender,designation,qualification,experience_years,department,salary,publications,patents,research_projects,joining_year,employment_type
FAC02107,COL0424,Pushpa Bhosale,Female,Assistant Professor,BE,4,Commerce,603000,0,0,0,2022,Permanent
FAC02108,COL0424,Rajesh Kulkarni,Male,Assistant Professor,ME,7,Commerce,627000,1,2,1,2019,Contractual
FAC02109,COL0424,Prof. Bhalchandra Kulkarni,Male,Assistant Professor,ME,8,Marathi,644000,1,0,1,2018,Permanent
FAC02110,COL0424,Vijay Nikam,Male,Assistant Professor,BE,4,Chemistry,589000,0,0,0,2022,Permanent
FAC02111,COL0424,Namdeo Kale,Male,Assistant Professor,ME,4,Chemistry,651000,0,2,1,2022,Permanent
FAC02112,COL0425,Girish Tiwari,Male,Assistant Professor,ME,6,Computer Engineering,475000,0,0,0,2020,Permanent
FAC02113,COL0425,Dr. Anand Sharma,Male,Associate Professor,PhD,8,Electrical Engineering,843000,1,1,3,2018,Contractual
FAC02114,COL0426,Dr. Umesh Gokhale,Male,Associate Professor,PhD,18,Computer Science,1273000,7,3,4,2008,Permanent
FAC02115,COL0426,Vinod Apte,Male,Assistant Professor,ME,1,Commerce,651000,0,0,1,2025,Contractual
FAC02116,COL0426,Dr. Girish Reddy,Male,Associate Professor,PhD,16,Chemistry,1234000,6,3,5,2010,Contractual
FAC02117,COL0426,Dr. Jyoti Jadhav,Female,Professor,PhD,15,Economics,1811000,18,2,6,2011,Permanent
FAC02118,COL0426,Dr. Ujjwala Karve,Female,Associate Professor,PhD,19,Marathi,1312000,3,1,4,2007,Permanent
FAC02119,COL0426,Hemant Shinde,Male,Assistant Professor,ME,9,Commerce,694000,1,0,1,2017,Permanent
FAC02120,COL0426,Dr. Sudhir Ansari,Male,Professor,PhD,26,Economics,1940000,37,1,7,2000,Permanent
FAC02121,COL0426,Dr. Anita Rane,Female,HOD,PhD,13,Commerce,1915000,3,1,5,2013,Permanent
FAC02122,COL0426,Fatima Sheikh Mishra,Female,Assistant Professor,MTech,4,Commerce,678000,0,0,1,2022,Permanent
FAC02123,COL0427,Madhuri Kadam,Female,Assistant Professor,ME,8,Information Technology,679000,2,2,0,2018,Permanent
FAC02124,COL0427,Indira Thorat,Female,Associate Professor,ME,19,Civil Engineering,1097000,4,0,2,2007,Permanent
FAC02125,COL0427,Vishwas Shaikh,Male,Assistant Professor,ME,1,Information Technology,621000,0,1,0,2025,Permanent
FAC02126,COL0427,Dr. Namdeo Shaikh,Male,Professor,PhD,23,Electrical Engineering,1797000,22,3,7,2003,Permanent
FAC02127,COL0428,Namdeo Bhagat,Male,Assistant Professor,ME,1,Computer Engineering,400000,0,3,0,2025,Permanent
FAC02128,COL0428,Dr. Manisha Sawant,Female,Associate Professor,PhD,12,Mechanical Engineering,863000,3,1,2,2014,Contractual
FAC02129,COL0429,Smita Verma,Female,Assistant Professor,MTech,6,Civil Law,454000,0,0,2,2020,Permanent
FAC02130,COL0429,Sunil Chavan,Male,Assistant Professor,MTech,7,Corporate Law,432000,1,2,0,2019,Permanent
FAC02131,COL0430,Deepak Gokhale,Male,Assistant Professor,ME,10,Civil Engineering,755000,2,1,1,2016,Permanent
FAC02132,COL0430,Sunita Bhoir,Female,Associate Professor,MTech,19,Electrical Engineering,1234000,3,2,1,2007,Contractual
FAC02133,COL0430,Manoj Jadhav,Male,Assistant Professor,MTech,4,Civil Engineering,689000,1,0,0,2022,Permanent
FAC02134,COL0430,Dr. Prof. Sushila Rane,Female,Associate Professor,PhD,8,Electrical Engineering,1246000,5,4,5,2018,Permanent
FAC02135,COL0430,Dr. Vijay Bhoir,Male,Assistant Professor,PhD,10,Civil Engineering,830000,4,0,5,2016,Permanent
FAC02136,COL0430,Dr. Vaishali Phadke,Female,Associate Professor,PhD,12,Computer Engineering,1254000,14,3,3,2014,Contractual
FAC02137,COL0430,Rajesh Chougule,Male,Assistant Professor,ME,6,Information Technology,732000,1,2,2,2020,Permanent
FAC02138,COL0430,Dr. Abdul Rahman Joshi,Male,Associate Professor,PhD,19,Civil Engineering,1297000,16,1,3,2007,Contractual
FAC02139,COL0430,Shabana Chougule,Female,Assistant Professor,MTech,4,Information Technology,707000,1,2,0,2022,Permanent
FAC02140,COL0430,Vijay Dixit,Male,Assistant Professor,BE,4,Information Technology,673000,0,0,0,2022,Permanent
FAC02141,COL0430,Dr. Pushpa Kale,Female,Professor,PhD,29,Mechanical Engineering,1972000,9,3,8,1997,Permanent
FAC02142,COL0430,Pratibha Phadke,Female,Assistant Professor,BE,6,Electrical Engineering,663000,0,0,0,2020,Visiting
FAC02143,COL0431,Vivek Bhoir,Male,Assistant Professor,BE,4,Information Technology,393000,0,1,0,2022,Contractual
FAC02144,COL0431,Rajendra Phadke,Male,Associate Professor,ME,8,Information Technology,752000,2,1,1,2018,Contractual
FAC02145,COL0431,Dr. Vandana Salunkhe,Female,Associate Professor,PhD,18,Computer Engineering,903000,4,0,2,2008,Permanent
FAC02146,COL0431,Anita Sayyed,Female,Assistant Professor,BE,4,Electronics & Telecommunication,438000,0,0,0,2022,Contractual
FAC02147,COL0432,Ashok Naik,Male,Associate Professor,MTech,18,Finance,1076000,3,0,2,2008,Contractual
FAC02148,COL0432,Dr. Deepak Mishra,Male,Professor,PhD,18,Finance,1678000,13,2,5,2008,Permanent
FAC02149,COL0433,Prof. Bhalchandra Sharma,Male,Assistant Professor,ME,10,Electronics & Telecommunication,487000,1,1,1,2016,Contractual
FAC02150,COL0433,Dr. Sanjay Reddy,Male,Associate Professor,PhD,9,Information Technology,821000,2,1,3,2017,Contractual
FAC02151,COL0434,Indira Yadav,Female,Assistant Professor,ME,1,Economics,609000,1,0,1,2025,Permanent
FAC02152,COL0434,Dr. Vivek Deshmukh,Male,Assistant Professor,PhD,8,Commerce,687000,1,3,3,2018,Permanent
FAC02153,COL0435,Dr. Nitin Bhoir,Male,Assistant Professor,PhD,9,Civil Engineering,501000,1,0,3,2017,Visiting
FAC02154,COL0435,Dr. Archana Gokhale,Female,Professor,PhD,9,Mechanical Engineering,1174000,2,1,4,2017,Permanent
FAC02155,COL0436,Ravindra Chougule,Male,Assistant Professor,ME,5,Marketing,677000,1,1,1,2021,Permanent
FAC02156,COL0436,Smita Chougule,Female,Assistant Professor,ME,9,Operations Management,690000,3,0,0,2017,Permanent
FAC02157,COL0437,Deepa Jadhav,Female,Associate Professor,BE,16,Civil Engineering,722000,0,0,0,2010,Permanent
FAC02158,COL0437,Santosh Mane,Male,Assistant Professor,BE,8,Electronics & Telecommunication,419000,0,0,0,2018,Permanent
FAC02159,COL0437,Manisha Pathan,Female,Associate Professor,MTech,15,Electrical Engineering,755000,7,0,2,2011,Permanent
FAC02160,COL0437,Dr. Anil Khan,Male,Professor,PhD,19,Mechanical Engineering,1300000,10,3,5,2007,Permanent
FAC02161,COL0437,Shobha Pandey,Female,Assistant Professor,ME,6,Civil Engineering,417000,1,1,0,2020,Contractual
FAC02162,COL0437,Vidya Patil,Female,Assistant Professor,ME,1,Information Technology,422000,0,1,1,2025,Permanent
FAC02163,COL0437,Dr. Suresh Mishra,Male,Assistant Professor,PhD,6,Electronics & Telecommunication,526000,1,2,1,2020,Permanent
FAC02164,COL0438,Kishor Ansari,Male,Assistant Professor,BE,5,Civil Engineering,687000,0,0,0,2021,Permanent
FAC02165,COL0438,Pratibha Mahajan,Female,Professor,ME,34,Mechanical Engineering,1938000,3,1,3,1992,Permanent
FAC02166,COL0438,Dr. Vishwas Thorat,Male,Associate Professor,PhD,11,Electrical Engineering,1241000,4,2,3,2015,Permanent
FAC02167,COL0438,Dr. Indira Joshi,Female,Associate Professor,PhD,13,Computer Engineering,1306000,9,1,2,2013,Permanent
FAC02168,COL0438,Pramod Bhosale,Male,Assistant Professor,ME,1,Computer Engineering,733000,1,0,0,2025,Permanent
FAC02169,COL0438,Dr. Mohammed Iqbal Gokhale,Male,Associate Professor,PhD,11,Electronics & Telecommunication,1287000,9,1,4,2015,Permanent
FAC02170,COL0438,Dr. Rajesh Sant,Male,Professor,PhD,34,Electronics & Telecommunication,2116000,14,0,6,1992,Permanent
FAC02171,COL0439,Dr. Santosh More,Male,Assistant Professor,PhD,3,Physics,781000,2,1,0,2023,Contractual
FAC02172,COL0439,Dr. Abdul Rahman Sharma,Male,Associate Professor,PhD,18,Zoology,1348000,3,0,2,2008,Permanent
FAC02173,COL0439,Suresh Chavan,Male,Associate Professor,ME,19,Mathematics,1270000,2,1,0,2007,Permanent
FAC02174,COL0439,Dr. Sunil Ansari,Male,Professor,PhD,38,Mathematics,2162000,39,0,9,1988,Permanent
FAC02175,COL0440,Sunita Marathe,Female,Associate Professor,MTech,13,Commerce,1035000,1,0,2,2013,Permanent
FAC02176,COL0440,Pushpa Verma,Female,Assistant Professor,ME,8,Commerce,676000,2,1,1,2018,Contractual
FAC02177,COL0440,Sarita Salunkhe,Female,Assistant Professor,ME,2,Marathi,656000,0,0,1,2024,Permanent
FAC02178,COL0440,Dr. Manisha More,Female,HOD,PhD,12,Commerce,1791000,2,0,4,2014,Permanent
FAC02179,COL0440,Namdeo Sharma,Male,Associate Professor,MTech,10,Physics,998000,3,0,1,2016,Permanent
FAC02180,COL0440,Dr. Meena Naik,Female,HOD,PhD,21,Economics,1874000,9,2,7,2005,Permanent
FAC02181,COL0441,Sunil Marathe,Male,Associate Professor,MTech,12,Computer Engineering,746000,3,1,0,2014,Contractual
FAC02182,COL0441,Prof. Bhalchandra Jadhav,Male,Assistant Professor,MTech,10,Electrical Engineering,511000,1,1,2,2016,Contractual
FAC02183,COL0441,Nasreen Patil,Female,Assistant Professor,MTech,10,Computer Engineering,463000,1,0,1,2016,Permanent
FAC02184,COL0441,Ganesh Reddy,Male,Associate Professor,MTech,11,Mechanical Engineering,755000,2,2,2,2015,Permanent
FAC02185,COL0441,Prof. Sushila Khan,Female,Assistant Professor,BE,5,Electronics & Telecommunication,387000,0,2,0,2021,Permanent
FAC02186,COL0442,Deepa Kulkarni,Female,Associate Professor,MTech,13,Architectural Design,1226000,2,1,2,2013,Permanent
FAC02187,COL0442,Dr. Snehal Yadav,Female,Assistant Professor,PhD,8,Building Construction & Materials,847000,3,0,1,2018,Permanent
FAC02188,COL0443,Ganesh Bhagat,Male,Assistant Professor,ME,1,Computer Science,646000,1,1,1,2025,Permanent
FAC02189,COL0443,Prof. Bhalchandra Kale,Male,Assistant Professor,BE,6,Mathematics,673000,0,0,0,2020,Permanent
FAC02190,COL0444,Namdeo Tiwari,Male,Assistant Professor,MTech,9,Horticulture,735000,1,2,2,2017,Contractual
FAC02191,COL0444,Yogesh Mishra,Male,Assistant Professor,MTech,9,Horticulture,704000,2,0,2,2017,Contractual
FAC02192,COL0445,Dr. Suresh Singh,Male,Associate Professor,PhD,19,Civil Engineering,1211000,8,1,4,2007,Permanent
FAC02193,COL0445,Dr. Kailash Ansari,Male,Assistant Professor,PhD,3,Electrical Engineering,680000,4,3,2,2023,Permanent
FAC02194,COL0445,Dr. Shivaji More,Male,Associate Professor,PhD,10,Computer Engineering,1144000,6,2,6,2016,Permanent
FAC02195,COL0445,Anil Gokhale,Male,Assistant Professor,MTech,2,Electronics & Telecommunication,653000,1,2,1,2024,Permanent
FAC02196,COL0445,Mohammed Iqbal Mishra,Male,Assistant Professor,ME,10,Information Technology,719000,1,0,0,2016,Permanent
FAC02197,COL0445,Sarita Rane,Female,Assistant Professor,ME,9,Electrical Engineering,671000,2,1,1,2017,Permanent
FAC02198,COL0445,Anita Singh,Female,Assistant Professor,BE,5,Electronics & Telecommunication,579000,1,1,1,2021,Contractual
FAC02199,COL0446,Narendra Kulkarni,Male,Assistant Professor,MTech,3,Marketing,425000,1,0,0,2023,Contractual
FAC02200,COL0446,Ayesha Khan Marathe,Female,Assistant Professor,ME,7,Human Resources,426000,0,1,0,2019,Contractual
FAC02201,COL0447,Ganesh Karve,Male,Assistant Professor,MTech,7,Electrical Engineering,730000,2,2,1,2019,Permanent
FAC02202,COL0447,Sachin Deshmukh,Male,Assistant Professor,ME,5,Electrical Engineering,673000,1,2,3,2021,Permanent
FAC02203,COL0447,Vishwas Sawant,Male,Assistant Professor,ME,9,Computer Engineering,756000,2,0,1,2017,Permanent
FAC02204,COL0447,Madhuri Bhagat,Female,Associate Professor,ME,15,Civil Engineering,1185000,4,1,3,2011,Permanent
FAC02205,COL0447,Jyoti Naik,Female,Assistant Professor,MTech,5,Electrical Engineering,708000,1,1,2,2021,Permanent
FAC02206,COL0447,Meena More,Female,Assistant Professor,ME,3,Computer Engineering,687000,2,1,0,2023,Permanent
FAC02207,COL0447,Smita Marathe,Female,Associate Professor,MTech,16,Civil Engineering,1157000,3,1,2,2010,Permanent
FAC02208,COL0448,Dr. Nirmala More,Female,Associate Professor,PhD,13,Pediatrics,1102000,3,0,5,2013,Contractual
FAC02209,COL0448,Manisha Chougule,Female,Assistant Professor,BE,3,Anatomy,588000,0,0,0,2023,Permanent
FAC02210,COL0449,Pratibha Jadhav,Female,Assistant Professor,ME,3,Physics,713000,1,1,3,2023,Permanent
FAC02211,COL0449,Nitin Apte,Male,Assistant Professor,BE,2,Commerce,606000,0,0,0,2024,Permanent
FAC02212,COL0449,Umesh Wagh,Male,Assistant Professor,BE,10,Physics,650000,0,0,0,2016,Contractual
FAC02213,COL0450,Shobha Kadam,Female,Assistant Professor,ME,5,Chemistry,425000,0,0,0,2021,Contractual
FAC02214,COL0450,Deepak Marathe,Male,Assistant Professor,MTech,3,Computer Science,411000,1,0,0,2023,Contractual
FAC02215,COL0450,Sharad Sharma,Male,Assistant Professor,MTech,7,Zoology,481000,0,1,0,2019,Permanent
FAC02216,COL0451,Manisha Jadhav,Female,Assistant Professor,ME,5,Computer Engineering,417000,0,1,0,2021,Visiting
FAC02217,COL0451,Pratibha Rane,Female,Associate Professor,ME,6,Civil Engineering,733000,1,0,1,2020,Contractual
FAC02218,COL0452,Manoj Verma,Male,Assistant Professor,ME,4,Mathematics,702000,1,0,0,2022,Permanent
FAC02219,COL0452,Vishwas Kadam,Male,Assistant Professor,MTech,5,Commerce,695000,1,0,1,2021,Permanent
FAC02220,COL0452,Dr. Dilip Marathe,Male,Associate Professor,PhD,13,Chemistry,1260000,16,3,5,2013,Permanent
FAC02221,COL0452,Dr. Yogesh Dixit,Male,Professor,PhD,22,Chemistry,1890000,9,5,8,2004,Permanent
FAC02222,COL0452,Dr. Balasaheb Apte,Male,HOD,PhD,32,Economics,2107000,35,0,8,1994,Permanent
FAC02223,COL0452,Sunita Bhagat,Female,Assistant Professor,MTech,10,Chemistry,691000,0,0,2,2016,Visiting
FAC02224,COL0452,Dr. Kavita Ansari,Female,Professor,PhD,27,English,1942000,9,2,9,1999,Permanent
FAC02225,COL0452,Dr. Rajesh Kulkarni,Male,HOD,PhD,23,Commerce,2005000,79,2,6,2003,Permanent
FAC02226,COL0452,Sudhir Shinde,Male,Assistant Professor,MTech,4,Computer Science,669000,0,2,1,2022,Permanent
FAC02227,COL0452,Dr. Narendra Bhosale,Male,Professor,PhD,29,Marathi,1897000,15,1,7,1997,Permanent
FAC02228,COL0452,Prakash Dixit,Male,Assistant Professor,MTech,5,Commerce,674000,1,2,1,2021,Visiting
FAC02229,COL0452,Fatima Sheikh Wagh,Female,Assistant Professor,MTech,1,Chemistry,696000,1,2,1,2025,Permanent
FAC02230,COL0452,Dr. Sanjay Sawant,Male,Assistant Professor,PhD,6,Mathematics,750000,2,3,2,2020,Permanent
FAC02231,COL0453,Dr. Pramod Sawant,Male,Professor,PhD,18,Constitutional Law,1739000,13,1,6,2008,Permanent
FAC02232,COL0453,Indira Sharma,Female,Assistant Professor,ME,4,Civil Law,676000,1,0,0,2022,Contractual
FAC02233,COL0453,Dr. Suresh Kadam,Male,Associate Professor,PhD,19,Constitutional Law,1194000,9,0,4,2007,Permanent
FAC02234,COL0454,Prof. Bhalchandra Pawar,Male,Associate Professor,MTech,20,Political Science,1265000,3,1,1,2006,Permanent
FAC02235,COL0454,Abdul Rahman Chougule,Male,Assistant Professor,MTech,6,Economics,796000,1,0,0,2020,Permanent
FAC02236,COL0455,Anita Joshi,Female,Assistant Professor,BE,9,Business Administration,413000,0,0,1,2017,Contractual
FAC02237,COL0455,Dr. Balasaheb Tiwari,Male,Associate Professor,PhD,12,Banking & Finance,789000,3,0,2,2014,Permanent
FAC02238,COL0455,Rajendra Pawar,Male,Assistant Professor,BE,9,Banking & Finance,423000,0,0,0,2017,Contractual
FAC02239,COL0455,Dr. Snehal Gokhale,Female,Associate Professor,PhD,11,Banking & Finance,843000,4,0,3,2015,Permanent
FAC02240,COL0455,Dr. Nirmala Khan,Female,Associate Professor,PhD,12,Accountancy,842000,4,0,3,2014,Visiting
FAC02241,COL0455,Madhuri Gaikwad,Female,Associate Professor,ME,12,Banking & Finance,757000,2,0,0,2014,Permanent
FAC02242,COL0456,Dr. Prof. Sushila Kulkarni,Female,HOD,PhD,22,Business Analytics,1991000,20,2,6,2004,Permanent
FAC02243,COL0456,Archana Wagh,Female,Associate Professor,ME,14,Marketing,1193000,2,0,1,2012,Permanent
FAC02244,COL0457,Dr. Kailash Rao,Male,Assistant Professor,PhD,2,Chemistry,731000,3,3,1,2024,Permanent
FAC02245,COL0457,Dr. Sarita Gaikwad,Female,Professor,PhD,30,Computer Science,1988000,39,5,7,1996,Permanent
FAC02246,COL0457,Amol Yadav,Male,Assistant Professor,BE,4,Mathematics,667000,0,0,1,2022,Permanent
FAC02247,COL0457,Dr. Vasant Sawant,Male,Assistant Professor,PhD,3,Economics,755000,2,0,2,2023,Permanent
FAC02248,COL0457,Dr. Vijay Sayyed,Male,Assistant Professor,PhD,6,Marathi,788000,4,1,3,2020,Contractual
FAC02249,COL0457,Sunita Rane,Female,Assistant Professor,MTech,1,English,689000,1,0,1,2025,Permanent
FAC02250,COL0457,Prof. Sushila Kale,Female,Assistant Professor,BE,6,Computer Science,655000,0,0,0,2020,Contractual
FAC02251,COL0457,Dr. Sanjay Mane,Male,Associate Professor,PhD,10,Marathi,1232000,5,3,3,2016,Contractual
FAC02252,COL0458,Dr. Suresh Kale,Male,Associate Professor,PhD,9,Computer Engineering,810000,3,2,2,2017,Permanent
FAC02253,COL0458,Dr. Vinod Shaikh,Male,Assistant Professor,PhD,7,Civil Engineering,539000,3,1,3,2019,Permanent
FAC02254,COL0458,Rupali Gupta,Female,Assistant Professor,MTech,10,Civil Engineering,491000,1,2,1,2016,Permanent
FAC02255,COL0458,Dr. Ashok Sharma,Male,Professor,PhD,16,Information Technology,1282000,4,4,4,2010,Permanent
FAC02256,COL0458,Vandana Pawar,Female,Assistant Professor,ME,10,Civil Engineering,449000,1,0,1,2016,Permanent
FAC02257,COL0458,Dr. Snehal Gokhale,Female,Assistant Professor,PhD,8,Computer Engineering,527000,1,2,2,2018,Visiting
FAC02258,COL0459,Anil Mane,Male,Assistant Professor,MTech,7,Commerce,747000,1,1,0,2019,Permanent
FAC02259,COL0459,Rajendra Kale,Male,Assistant Professor,BE,3,Commerce,657000,0,0,0,2023,Permanent
FAC02260,COL0459,Sudhir Nikam,Male,Assistant Professor,ME,1,Economics,704000,0,0,1,2025,Permanent
FAC02261,COL0459,Sanjay Pawar,Male,Associate Professor,MTech,20,Mathematics,1254000,7,1,1,2006,Contractual
FAC02262,COL0459,Dr. Sunil Kulkarni,Male,Assistant Professor,PhD,1,Economics,744000,0,1,2,2025,Permanent
FAC02263,COL0459,Dr. Anil Deshmukh,Male,Professor,PhD,23,Marathi,2002000,24,1,7,2003,Permanent
FAC02264,COL0459,Hemant Deshmukh,Male,Assistant Professor,BE,3,Computer Science,667000,0,0,0,2023,Permanent
FAC02265,COL0459,Amol Singh,Male,Assistant Professor,ME,3,Commerce,747000,1,0,0,2023,Permanent
FAC02266,COL0459,Shabana Karve,Female,Assistant Professor,ME,6,Mathematics,748000,1,0,1,2020,Contractual
FAC02267,COL0459,Madhav Ansari,Male,Assistant Professor,BE,4,Physics,659000,0,1,0,2022,Permanent
FAC02268,COL0460,Narendra Rao,Male,Assistant Professor,ME,9,Computer Engineering,475000,1,0,0,2017,Permanent
FAC02269,COL0460,Dr. Varsha More,Female,Assistant Professor,PhD,10,Electrical Engineering,480000,2,5,2,2016,Contractual
FAC02270,COL0460,Dr. Rohini Salunkhe,Female,Assistant Professor,PhD,4,Mechanical Engineering,498000,1,3,0,2022,Permanent
FAC02271,COL0460,Ujjwala Kale,Female,Assistant Professor,MTech,6,Electrical Engineering,492000,0,1,1,2020,Permanent
FAC02272,COL0460,Yogesh Patil,Male,Associate Professor,MTech,14,Mechanical Engineering,777000,1,0,1,2012,Contractual
FAC02273,COL0460,Madhav Chavan,Male,Assistant Professor,MTech,8,Civil Engineering,452000,1,0,1,2018,Permanent
FAC02274,COL0460,Santosh Rao,Male,Assistant Professor,BE,2,Information Technology,412000,0,0,0,2024,Contractual
FAC02275,COL0460,Rajesh Khan,Male,Assistant Professor,ME,5,Electronics & Telecommunication,480000,1,1,0,2021,Permanent
FAC02276,COL0461,Yogesh More,Male,Assistant Professor,ME,5,Electrical Engineering,778000,1,0,0,2021,Permanent
FAC02277,COL0461,Amol Rao,Male,Assistant Professor,BE,10,Electrical Engineering,702000,0,0,0,2016,Visiting
FAC02278,COL0462,Shobha Gupta,Female,Assistant Professor,ME,5,Mathematics,464000,1,1,0,2021,Permanent
FAC02279,COL0462,Dr. Abdul Rahman Thorat,Male,Assistant Professor,PhD,1,Commerce,427000,0,1,2,2025,Visiting
FAC02280,COL0462,Dr. Shabana Apte,Female,Associate Professor,PhD,8,Physics,841000,2,0,3,2018,Permanent
FAC02281,COL0463,Dr. Yogesh Verma,Male,Assistant Professor,PhD,6,Electrical Engineering,776000,4,1,3,2020,Permanent
FAC02282,COL0463,Kailash Pathan,Male,Assistant Professor,ME,4,Electrical Engineering,698000,1,0,0,2022,Permanent
FAC02283,COL0463,Prakash Verma,Male,Assistant Professor,MTech,7,Mechanical Engineering,683000,1,1,2,2019,Permanent
FAC02284,COL0464,Rupali Karve,Female,Assistant Professor,MTech,5,Mechanical Engineering,719000,1,0,1,2021,Contractual
FAC02285,COL0464,Dr. Rajendra Gokhale,Male,Professor,PhD,26,Civil Engineering,1982000,14,2,4,2000,Permanent
FAC02286,COL0465,Dr. Kailash Tiwari,Male,Professor,PhD,34,Chemistry,1947000,11,3,7,1992,Contractual
FAC02287,COL0465,Sachin Ansari,Male,Associate Professor,MTech,17,Mathematics,1216000,3,0,0,2009,Contractual
FAC02288,COL0465,Dr. Jyoti Sayyed,Female,Professor,PhD,39,Computer Science,2076000,12,2,9,1987,Permanent
FAC02289,COL0465,Pushpa Bhosale,Female,Assistant Professor,ME,9,Commerce,747000,1,3,1,2017,Permanent
FAC02290,COL0465,Varsha Kulkarni,Female,Assistant Professor,ME,9,Economics,738000,1,0,0,2017,Permanent
FAC02291,COL0465,Mahesh Kelkar,Male,Assistant Professor,BE,7,Computer Science,658000,0,1,0,2019,Permanent
FAC02292,COL0465,Dr. Ganesh Pandey,Male,Associate Professor,PhD,16,Physics,1254000,5,0,4,2010,Permanent
FAC02293,COL0465,Sangita Patil,Female,Assistant Professor,MTech,6,Physics,697000,3,3,0,2020,Permanent
FAC02294,COL0465,Amol Kelkar,Male,Associate Professor,BE,18,Physics,1107000,1,0,1,2008,Permanent
FAC02295,COL0465,Vidya Karve,Female,Assistant Professor,MTech,3,Mathematics,685000,1,0,3,2023,Permanent
FAC02296,COL0465,Hemant Yadav,Male,Assistant Professor,MTech,8,Chemistry,686000,1,1,1,2018,Permanent
FAC02297,COL0465,Shabana Phadke,Female,Assistant Professor,MTech,3,Marathi,728000,1,2,2,2023,Permanent
FAC02298,COL0466,Milind Sharma,Male,Assistant Professor,MTech,10,Pharmacognosy,460000,2,0,2,2016,Visiting
FAC02299,COL0466,Balasaheb Khan,Male,Assistant Professor,ME,5,Pharmaceutics,442000,1,0,0,2021,Permanent
FAC02300,COL0467,Dr. Kailash Naik,Male,Associate Professor,PhD,17,Mechanical Engineering,1151000,7,3,6,2009,Permanent
FAC02301,COL0467,Nirmala Wagh,Female,Assistant Professor,ME,5,Civil Engineering,633000,1,0,1,2021,Permanent
FAC02302,COL0467,Kalpana Mishra,Female,Assistant Professor,MTech,9,Mechanical Engineering,651000,4,3,0,2017,Permanent
FAC02303,COL0467,Rekha Kulkarni,Female,Assistant Professor,ME,3,Computer Engineering,610000,1,0,1,2023,Permanent
FAC02304,COL0467,Dr. Chandrakala Naik,Female,Professor,PhD,24,Information Technology,1805000,32,3,8,2002,Permanent
FAC02305,COL0467,Vishwas Naik,Male,Associate Professor,ME,11,Computer Engineering,1047000,3,3,2,2015,Permanent
FAC02306,COL0467,Sushma Deshmukh,Female,Associate Professor,ME,16,Information Technology,1066000,5,1,2,2010,Visiting
FAC02307,COL0467,Dr. Prof. Bhalchandra Tiwari,Male,Assistant Professor,PhD,3,Information Technology,672000,2,3,2,2023,Permanent
FAC02308,COL0467,Dr. Prof. Bhalchandra Marathe,Male,Assistant Professor,PhD,10,Electronics & Telecommunication,718000,3,1,3,2016,Visiting
FAC02309,COL0467,Jyoti Gokhale,Female,Assistant Professor,BE,5,Civil Engineering,636000,0,0,1,2021,Permanent
FAC02310,COL0467,Sanjay Karve,Male,Associate Professor,MTech,16,Electrical Engineering,1113000,4,2,2,2010,Contractual
FAC02311,COL0467,Dr. Sanjay Rao,Male,Assistant Professor,PhD,7,Electrical Engineering,698000,3,3,0,2019,Permanent
FAC02312,COL0467,Dr. Pushpa Sharma,Female,Associate Professor,PhD,20,Computer Engineering,1202000,11,2,4,2006,Permanent
FAC02313,COL0467,Sanjay Deshmukh,Male,Assistant Professor,MTech,1,Mechanical Engineering,650000,1,1,1,2025,Permanent
FAC02314,COL0468,Dr. Snehal Kale,Female,Professor,PhD,26,Commerce,2049000,28,4,8,2000,Permanent
FAC02315,COL0468,Meena Dixit,Female,Assistant Professor,BE,7,Chemistry,685000,0,0,1,2019,Visiting
FAC02316,COL0468,Amol Pawar,Male,Assistant Professor,MTech,1,Chemistry,749000,1,1,1,2025,Contractual
FAC02317,COL0468,Pramod Joshi,Male,Associate Professor,MTech,20,Commerce,1257000,1,0,2,2006,Permanent
FAC02318,COL0468,Sanjay Karve,Male,Assistant Professor,ME,5,Commerce,717000,1,0,1,2021,Contractual
FAC02319,COL0468,Dr. Girish Khan,Male,Assistant Professor,PhD,10,Mathematics,833000,5,2,2,2016,Permanent
FAC02320,COL0468,Anita Joshi,Female,Professor,ME,32,Commerce,1936000,9,0,0,1994,Permanent
FAC02321,COL0468,Rajesh Gokhale,Male,Associate Professor,MTech,11,Chemistry,1222000,2,1,0,2015,Permanent
FAC02322,COL0468,Dr. Vishwas Karve,Male,Assistant Professor,PhD,8,Mathematics,841000,5,0,2,2018,Permanent
FAC02323,COL0468,Dr. Kishor Khan,Male,Assistant Professor,PhD,2,English,814000,2,1,0,2024,Permanent
FAC02324,COL0468,Dr. Manisha Karve,Female,Professor,PhD,23,Mathematics,1952000,28,2,5,2003,Permanent
FAC02325,COL0468,Pratibha Sawant,Female,Assistant Professor,MTech,2,English,701000,1,0,0,2024,Permanent
FAC02326,COL0468,Dr. Vidya Sawant,Female,Professor,PhD,36,Marathi,2104000,20,2,8,1990,Permanent
FAC02327,COL0468,Vidya Sawant,Female,Assistant Professor,MTech,5,Commerce,751000,0,0,1,2021,Contractual
FAC02328,COL0468,Pushpa Apte,Female,Assistant Professor,BE,7,English,705000,0,0,0,2019,Permanent
FAC02329,COL0468,Amol Kelkar,Male,Professor,MTech,34,Economics,1976000,10,0,3,1992,Permanent
FAC02330,COL0468,Dr. Rajesh Kelkar,Male,Professor,PhD,38,Marathi,2098000,32,1,8,1988,Permanent
